date,type,price,z_score,reason,position,pnl_pct
2014-09-18,BUY,424.44000244140625,0.9829163678802576,正常偏低买入30%,7.0681367984728265,
2014-09-19,BUY,394.7959899902344,0.5488392641436357,正常买入20%,12.134044382917825,
2014-10-04,BUY,328.8659973144531,-0.2271614613307637,低估买入30%,21.256300938774153,
2015-01-14,BUY,178.10299682617188,-1.3259495869613045,极度低估买入20%,32.48575825078107,
2016-05-28,SELL,530.0399780273438,5.063640835281835,偏高卖出15%,27.61289451316391,24.8798357785599
2016-06-03,SELL,569.1939697265625,5.511146771734474,高估卖出20%,22.09031561053113,34.104694763104824
2016-08-02,BUY,547.4650268554688,1.3991204305888352,正常买入20%,25.74351700585606,
2016-11-30,SELL,745.6909790039062,4.59166986895083,偏高卖出15%,21.88198945497765,75.68819496622459
2016-12-12,SELL,780.0869750976562,5.57689315892526,高估卖出20%,17.50559156398212,83.79204848990334
2016-12-23,SELL,921.9840087890625,6.940471301558718,深度高估卖出25%,13.129193672986588,117.22363667084892
2017-05-08,SELL,1723.3499755859375,4.768775326374383,偏高卖出15%,11.1598146220386,306.02911263620706
2017-06-06,SELL,2863.199951171875,4.6241197964085705,偏高卖出15%,9.48584242873281,574.5829645421177
2017-07-14,BUY,2233.340087890625,1.9793632588005512,正常买入20%,10.381362108357145,
2017-09-14,BUY,3154.949951171875,1.4624124376999403,正常买入20%,11.015286586067836,
2017-12-06,SELL,14291.5,4.6556644582156155,偏高卖出15%,9.36299359815766,3267.1425685124805
2017-12-30,BUY,12952.2001953125,1.8374209696664552,正常买入20%,9.517407517788381,
2018-01-30,BUY,10106.2998046875,0.9785771792230016,正常偏低买入30%,9.81425206603823,
2018-11-19,BUY,4871.490234375,-0.1063356255568605,低估买入30%,10.430080047962717,
2018-11-24,BUY,3880.760009765625,-1.2543544789850332,极度低估买入20%,10.945443016805717,
2019-06-04,BUY,7707.77099609375,1.9771975727413456,正常买入20%,11.204921405695785,
2019-07-14,BUY,10256.05859375,1.8671860352890568,正常买入20%,11.399928091911365,
2019-09-26,BUY,8118.9677734375,0.9253597349501138,正常偏低买入30%,11.769433192031972,
2020-03-12,BUY,4970.7880859375,-0.6528049787759944,低估买入30%,12.372959222137155,
2020-03-13,BUY,5563.70703125,0.0120642329397375,正常偏低买入30%,12.91216805954533,
2020-03-14,BUY,5200.3662109375,-0.4115919239618787,正常买入20%,13.296756359460357,
2020-10-21,SELL,12823.689453125,4.582906332230507,偏高卖出15%,11.302242905541304,2921.3197105273566
2020-11-05,SELL,15579.8486328125,5.923517585598178,高估卖出20%,9.041794324433043,3570.6833812072864
2020-12-19,SELL,23869.83203125,4.507256586335058,偏高卖出15%,7.6855251757680865,5523.841271781451
2021-01-02,SELL,32127.267578125,4.569965015795185,偏高卖出15%,6.532696399402873,7469.330740110943
2021-04-22,BUY,51762.2734375,1.8849059301727344,正常买入20%,6.571334578663197,
2021-05-23,BUY,34770.58203125,0.9702141271964196,正常偏低买入30%,6.657614411347727,
2021-10-19,SELL,64261.9921875,4.617082855383405,偏高卖出15%,5.6589722496455686,15040.418390788069
2021-11-08,SELL,67566.828125,4.529751570613496,偏高卖出15%,4.810126412198733,15819.052807546708
2022-01-05,BUY,43569.00390625,1.9748250754094088,正常买入20%,4.856030606022019,
2022-05-09,BUY,30296.953125,0.752014518301782,正常偏低买入30%,4.9550504641451285,
2022-06-13,BUY,22487.388671875,-0.1287658291421737,低估买入30%,5.088458573186802,
2022-11-21,BUY,15787.2841796875,-1.0768192028487733,极度低估买入20%,5.215142806981318,
2023-04-20,BUY,28245.98828125,1.971709825584672,正常买入20%,5.2859493222317555,
2023-10-01,SELL,27983.75,4.822281108772196,偏高卖出15%,4.493056923896992,6493.099104475466
2023-10-20,SELL,29682.94921875,5.915468759184415,高估卖出20%,3.5944455391175936,6893.438188674903
2023-10-23,SELL,33086.234375,7.678638579144249,深度高估卖出25%,2.695834154338195,7695.26769029447
2023-10-24,SELL,33901.52734375,7.954199624051,极度高估卖出20%,2.1566673234705562,7887.354431426404
2024-03-04,SELL,68330.4140625,4.5807272714375085,偏高卖出15%,1.8331672249499729,15998.957136334713
2024-08-21,SELL,61175.19140625,4.657169758481957,偏高卖出15%,1.5581921412074768,14313.154051071144
2024-08-24,SELL,64178.9921875,5.541651557204727,高估卖出20%,1.2465537129659814,15020.863212312295
2024-09-13,SELL,60571.30078125,6.624461437291975,深度高估卖出25%,0.934915284724486,14170.874666110634
2024-09-26,SELL,65181.01953125,7.653416722091752,极度高估卖出20%,0.7479322277795888,15256.945423693473
2024-10-15,SELL,67041.109375,8.519960637552161,泡沫区卖出20%,0.5983457822236711,15695.19107279597
2025-04-28,SELL,94978.75,4.627329353100895,偏高卖出15%,0.5085939148901204,22277.426598265036
2025-05-08,SELL,103241.4609375,6.019342935682737,高估卖出20%,0.40687513191209634,24224.15897268129
2025-05-14,SELL,103539.4140625,6.509069611714764,深度高估卖出25%,0.3051563489340723,24294.35808758237
2025-05-21,SELL,109678.078125,7.70669837355281,极度高估卖出20%,0.24412507914725784,25740.655332703005
